account,flag,Amount_of_sent,Amount_of_received,Total_ETH_sent,Total_ETH_received,Max_ETH_sent,Min_ETH_sent,Avg_ETH_sent,Max_ETH_received,Min_ETH_received,Avg_ETH_received,Total_tokentransfer_sent,Total_tokentransfer_received,Gas_from_ac,Gas_to_ac,Gas_fee_paid,Avg_day_sent,Avg_day_received,Avg_time_sent,Avg_time_received,Unique_sent,Unique_received,Unique_sent_token,Unique_received_token
a28165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a11954,0,2,0,0,0,0,0,0,0,0,0,2,0,154001,0,1.32858E+15,43971.50546,0,14.61549769,0,2,0,2,0
a06456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20818,0,4,1,1.57208E+17,4.76735E+16,4.53552E+16,3.6506E+16,3.93021E+16,4.76735E+16,4.76735E+16,4.76735E+16,0,0,839832,21000,2.10378E+16,43974.0778,175896.3112,1.266478588,0,2,1,0,0
a04231,0,1,0,0,0,0,0,0,0,0,0,1,0,163464,0,2.11336E+15,43957.42686,0,0,0,1,0,1,0
a14838,1,235,6134,1.40705E+22,1.03004E+22,2E+21,9.9E+16,5.98745E+19,3.99995E+19,2.8821E+14,1.67923E+18,0,0,4935000,128814000,7.04338E+17,44032.07746,1686.91526,0.531824074,0.020865301,25,6121,0,0
a00007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a13142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a10742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a10549,0,1,0,4.20431E+16,0,4.20431E+16,4.20431E+16,4.20431E+16,0,0,0,0,0,21000,0,2.31E+14,43955.60233,0,0,0,1,0,0,0
a25282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a16210,0,8,8,9.48274E+18,9.41508E+18,2.55382E+18,2.67666E+17,1.18534E+18,2.55387E+18,2.69766E+17,1.17689E+18,0,0,326000,168000,1.6395E+16,44023.39339,44023.39339,12.31613426,12.31617622,1,1,0,0
a25988,0,14,1,0,2E+16,0,0,0,2E+16,2E+16,2E+16,14,0,840000,21000,2.616E+16,43991.68947,615883.6526,5.008212632,0,1,1,1,0
a22697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a26488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a18780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a24571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a17710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a06698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a07648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a10658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a10033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a01901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a24211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a11523,0,1,0,1.03302E+16,0,1.03302E+16,1.03302E+16,1.03302E+16,0,0,0,0,0,21000,0,1.47E+14,43955.97084,0,0,0,1,0,0,0
a14338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a19390,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a23810,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20166,0,1,1,3.05672E+18,3.0575E+18,3.05672E+18,3.05672E+18,3.05672E+18,3.0575E+18,3.0575E+18,3.0575E+18,0,0,21000,21000,7.77E+14,43972.76796,43972.76796,0,0,1,1,0,0
a13293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a24294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a23749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a09924,0,2,0,0,0,0,0,0,0,0,0,2,0,122026,0,3.91032E+15,44028.30424,0,9.528819444,0,1,0,1,0
a17351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a11894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a01543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a15627,0,12,1,0,2E+16,0,0,0,2E+16,2E+16,2E+16,12,0,720000,21000,1.57229E+16,43980.25451,527763.0541,5.819666281,0,1,1,1,0
a19384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a09579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a24633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a15175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a22873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a12939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a22639,0,25,46,3.81571E+18,4.5674E+18,1.01654E+18,4.98568E+16,1.52628E+17,1.45628E+17,5.01844E+16,9.92914E+16,0,0,525000,2300000,2.65308E+16,44006.58462,23916.62208,4.686831481,2.71188129,1,1,0,0
a12284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a11295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a09103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a19774,0,0,1,0,2.47652E+18,0,0,0,2.47652E+18,2.47652E+18,2.47652E+18,0,0,0,21000,0,0,0,0,0,0,1,0,0
a23765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20433,0,1,0,2.24688E+15,0,2.24688E+15,2.24688E+15,2.24688E+15,0,0,0,0,0,21000,0,2.877E+14,43957.40396,0,0,0,1,0,0,0
a04028,0,3,2,3.61912E+17,2.9E+17,1.32661E+17,1.03192E+17,1.20637E+17,1.5E+17,1.4E+17,1.45E+17,0,0,63000,42000,2.28843E+15,43974.84287,65962.26431,9.834382716,6.104751157,3,2,0,0
a04887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a02447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a21508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a10961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a07764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a13634,0,1,1,1.98859E+18,1.99E+18,1.98859E+18,1.98859E+18,1.98859E+18,1.99E+18,1.99E+18,1.99E+18,0,0,21000,150000,1.407E+15,44037.06137,44037.06137,0,0,1,1,0,0
a26669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a28199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a13089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a13819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a30165,0,3,3,0,1.148E+16,0,0,0,5.6E+15,2.8E+15,3.82667E+15,3,0,420000,63000,1.148E+16,43965.7526,43965.7526,4.511658951,4.510968364,1,2,1,0
a00059,0,1,0,0,0,0,0,0,0,0,0,1,0,41221,0,7.41978E+14,43956.69227,0,0,0,1,0,1,0
a01359,0,0,3,0,0,0,0,0,0,0,0,0,3,0,332889,0,0,0,0,24.93739198,0,3,0,3
a05332,0,57,75,7.96349E+18,8.21624E+18,7.49634E+17,9.83679E+16,1.3971E+17,4.5E+17,1.0001E+17,1.0955E+17,0,0,1197000,3763000,5.199E+16,44012.22231,33449.28895,2.161610421,1.667373765,1,2,0,0
a21209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a15574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a01288,0,0,2,0,4.40698E+15,0,0,0,2.70606E+15,1.70092E+15,2.20349E+15,0,0,0,150000,0,0,0,0,62.75976852,0,2,0,0
a13309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a22334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a29056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a09102,0,1,1,0,3.5E+15,0,0,0,3.5E+15,3.5E+15,3.5E+15,1,0,74301,21000,3.49215E+15,44011.61964,44011.61964,0,0,1,1,1,0
a26234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a15086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a29615,0,1,0,6.72E+16,0,6.72E+16,6.72E+16,6.72E+16,0,0,0,0,0,25200,0,4.284E+14,43968.07171,0,0,0,1,0,0,0
a18665,0,1,0,4.65747E+17,0,4.65747E+17,4.65747E+17,4.65747E+17,0,0,0,0,0,21000,0,2.1105E+14,43955.69984,0,0,0,1,0,0,0
a21417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a22736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a06620,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a05445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a27652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a28228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a14607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a02798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a27108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a26639,0,27,30,3.00749E+18,3.26213E+18,9.14061E+17,4.8E+13,1.11388E+17,9.14313E+17,1.43789E+16,1.08738E+17,0,0,567000,2740000,2.83773E+16,43991.63143,39592.46829,4.433303755,4.18598804,4,2,0,0
a01266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a06982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a23030,0,1,0,3.63487E+13,0,3.63487E+13,3.63487E+13,3.63487E+13,0,0,0,0,0,21000,0,6.3E+13,43957.46863,0,0,0,1,0,0,0
a12956,0,4,7,1.92075E+19,1.92146E+19,1.2043E+19,0,4.80187E+18,1.10476E+19,1E+17,2.74494E+18,1,0,167477,423000,1.37434E+16,44043.3536,25167.63063,16.12610243,9.166694775,2,4,1,0
a02149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a17492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a23342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a16300,0,6,2,0,3.5E+16,0,0,0,3E+16,5E+15,1.75E+16,6,0,1140000,42000,5.892E+16,43984.2508,131952.7524,11.50316165,7.425925926,2,1,2,0
a29098,0,1,0,1.70986E+18,0,1.70986E+18,1.70986E+18,1.70986E+18,0,0,0,0,0,21000,0,1.953E+15,44051.70868,0,0,0,1,0,0,0
a17163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a15859,0,0,5,0,1.347E+19,0,0,0,6.86E+18,0,2.694E+18,0,3,0,1242102,0,0,0,0,0.305356481,0,2,0,1
a28900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a03934,0,12,5,4.067E+17,4.34136E+17,1E+17,0,3.38917E+16,2.5E+17,1.21358E+16,8.68272E+16,4,0,4171434,250000,7.70837E+16,43991.32435,105579.1784,5.900431134,10.7904537,6,1,4,0
a08477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a06815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a02229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a21167,0,3,30,1.84376E+18,1.54451E+18,8.52635E+17,2.80126E+17,6.14587E+17,1.11963E+17,3.05524E+16,5.14838E+16,0,0,63000,1500000,2.84666E+15,44004.28922,4400.428922,21.11533179,2.089402778,1,1,0,0
a24078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a27482,0,6,0,0,0,0,0,0,0,0,0,6,0,150000,0,2.775E+15,43974.81025,0,12.7049267,0,1,0,1,0
a26950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a02812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a19946,0,101,3,0,7.93788E+17,0,0,0,5.82592E+17,1.3464E+16,2.64596E+17,101,0,6060000,67200,5.70204E+17,44065.73408,1483546.381,0.000571026,0.010883488,1,3,1,0
a03274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a09275,0,2,5,2.53133E+18,2.5425E+18,1.404E+18,1.12733E+18,1.26566E+18,8.495E+17,9.25E+16,5.085E+17,0,0,42000,105000,1.1172E+16,44068.40547,17627.36219,7.135966435,5.243706019,1,1,0,0
a13893,0,9,91,5.51928E+18,6.34023E+18,1.95972E+18,5.3E+15,6.13253E+17,1.29265E+17,1.01009E+16,6.96728E+16,0,0,189000,2780000,1.94733E+16,44034.08294,4355.019192,12.3695679,1.315275234,7,2,0,0
a23667,0,1,2,4.9985E+19,4.4735E+17,4.9985E+19,4.9985E+19,4.9985E+19,3.86035E+17,6.13146E+16,2.23675E+17,0,0,21000,42000,1.323E+14,43956.10935,21978.05468,0,13.99766204,1,2,0,0
a12948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a21275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a07052,1,9,64,3.18261E+18,3.19673E+18,1.46029E+18,8.05614E+16,3.53624E+17,3.23103E+17,2.86972E+15,4.99489E+16,0,0,354172,1344000,1.7706E+16,44030.05234,6191.72611,2.407353395,0.32962547,3,52,0,0
a27476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a01027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a22692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a14249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a07814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a15295,1,1,0,0,0,0,0,0,0,0,0,1,0,196200,0,1.58922E+16,44036.60118,0,0,0,1,0,1,0
a25548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a01336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a08738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a18247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a03741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a14654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a31245,0,1,0,5E+16,0,5E+16,5E+16,5E+16,0,0,0,0,0,83361,0,1.00033E+15,43955.68645,0,0,0,1,0,0,0
a24546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a04527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a30127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20627,0,1,1,4.31956E+17,4.85E+17,4.31956E+17,4.31956E+17,4.31956E+17,4.85E+17,4.85E+17,4.85E+17,0,0,21000,21000,6.93E+14,44006.84376,44006.84376,0,0,1,1,0,0
a06220,0,2,0,0,0,0,0,0,0,0,0,2,0,400000,0,1.2E+16,43972.69103,0,12.39305556,0,1,0,1,0
a21145,0,1,1,6.78981E+17,6.79737E+17,6.78981E+17,6.78981E+17,6.78981E+17,6.79737E+17,6.79737E+17,6.79737E+17,0,0,21000,21000,7.56E+14,43976.71764,43976.71764,0,0,1,1,0,0
a07106,0,1,2,3.67791E+18,3.70585E+18,3.67791E+18,3.67791E+18,3.67791E+18,2.85032E+18,8.55535E+17,1.85293E+18,0,0,42000,42000,5.754E+15,44070.62552,22035.31276,0,33.15184606,1,2,0,0
a19035,0,6,0,5.1E+17,0,4.6E+17,0,8.5E+16,0,0,0,4,0,321724,0,7.39513E+15,43998.16548,0,8.483804012,0,3,0,1,0
a24565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a25090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a30657,0,7,15,1.79142E+18,1.93788E+18,5.41785E+17,1.09721E+17,2.55918E+17,1.71393E+17,1.10498E+17,1.29192E+17,0,0,147000,1500000,1.66465E+16,44056.87464,20559.87483,5.427513228,2.732739969,1,1,0,0
a16048,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a06998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a13851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a10906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a17325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a22837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a05934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a30794,0,354,36,1.50053E+21,1.00922E+21,9E+19,0,4.2388E+18,7.531E+19,0,2.80339E+19,210,5,50629633,1747090,5.32585E+18,44067.16081,433327.0813,0.147927489,1.437992541,36,7,26,1
a04364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a28738,0,0,6,0,5.7013E+18,0,0,0,2.30668E+18,1.0422E+16,9.50217E+17,0,0,0,155000,0,0,0,0,17.13086227,0,6,0,0
a23985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a11042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a26040,0,2,4,1.71914E+16,1.06297E+17,1.71914E+16,0,8.5957E+15,4.35608E+16,1.36057E+16,2.65742E+16,1,0,98879,168000,7.74476E+15,44050.45352,22025.22676,27.39994213,17.7851765,2,1,1,0
a08336,0,0,1,0,4.88966E+16,0,0,0,4.88966E+16,4.88966E+16,4.88966E+16,0,0,0,50000,0,0,0,0,0,0,1,0,0
a05214,0,1,1,0,3E+15,0,0,0,3E+15,3E+15,3E+15,1,0,90000,90000,2.7E+15,43987.41177,43987.41177,0,0,1,1,1,0
a00906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a28802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a23168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a15039,0,95,2,2.5252E+20,2.9E+19,8.3551E+19,0,2.65811E+18,1.7E+19,1.2E+19,1.45E+19,72,0,24677432,42000,1.27963E+18,44029.75325,2091413.279,0.884548246,6.94444E-05,33,2,29,0
a23841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a13042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a00323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a14597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a24228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a10770,0,1,0,0,0,0,0,0,0,0,0,1,0,50000,0,2.5E+14,43957.45333,0,0,0,1,0,1,0
a21650,0,1,0,2.42934E+15,0,2.42934E+15,2.42934E+15,2.42934E+15,0,0,0,0,0,21000,0,1.05E+14,43956.9024,0,0,0,1,0,0,0
a16890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a13675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a23014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a24008,0,1,0,2.49223E+15,0,2.49223E+15,2.49223E+15,2.49223E+15,0,0,0,0,0,21000,0,4.21126E+13,43956.89318,0,0,0,1,0,0,0
a17669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a02114,0,1,1,3.44989E+17,3.47766E+17,3.44989E+17,3.44989E+17,3.44989E+17,3.47766E+17,3.47766E+17,3.47766E+17,0,0,35000,21000,2.77725E+15,44020.5687,44020.5687,0,0,1,1,0,0
a29190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a14096,0,8,4,0,2.7298E+16,0,0,0,9.999E+15,3.1E+15,6.8245E+15,8,0,800000,84000,5.54E+16,44034.96056,88069.92113,6.442420428,12.54368924,1,2,1,0
a16791,0,9,5,2.14316E+18,2.12564E+18,1.58239E+18,0,2.38129E+17,1.5879E+18,7.43633E+16,4.25128E+17,4,0,320059,105000,4.12628E+16,44071.06924,79327.92463,1.35222608,1.416974537,9,5,4,0
a29210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a12458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a13059,0,106,34,1.35159E+20,3.13357E+19,2.56E+19,5.17907E+14,1.27509E+18,3.45024E+18,1.406E+15,9.21638E+17,0,0,5687430,922800,2.40234E+17,44015.3317,137224.2694,0.839398803,2.384830474,49,18,0,0
a07788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a17971,0,0,749,0,1.6078E+16,0,0,0,8.36016E+15,0,2.1466E+13,0,745,0,42851302,0,0,0,0,0.168373958,0,127,0,124
a24881,1,0,1,0,0,0,0,0,0,0,0,0,1,0,48714,0,0,0,0,0,0,1,0,1
a01350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a24981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a08344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a22061,0,2,0,0,0,0,0,0,0,0,0,2,0,120000,0,1.515E+15,43982.96464,0,12.94090856,0,2,0,2,0
a23635,0,0,15,0,0,0,0,0,0,0,0,0,15,0,985352,0,0,0,0,3.264977623,0,11,0,11
a19437,0,3,1,2.33804E+18,1.27148E+18,1.23804E+18,0,7.79347E+17,1.27148E+18,1.27148E+18,1.27148E+18,1,0,584147,21000,2.73281E+16,43971.68931,131915.0679,0.000783179,0,2,1,1,0
a14337,0,0,2,0,1.83604E+18,0,0,0,1.441E+18,3.95041E+17,9.18021E+17,0,0,0,180000,0,0,0,0,41.44895833,0,2,0,0
a25664,0,18,2,6.945E+17,8E+16,2.1E+17,0,3.85833E+16,6E+16,2E+16,4E+16,13,0,3344000,42000,8.51863E+16,43988.09978,395892.898,3.076988812,16.68059028,5,2,1,0
a12096,0,8,8,4.74037E+19,4.74231E+19,1.26033E+19,0,5.92546E+18,1.26E+19,2.8E+15,5.92789E+18,3,0,405000,168000,5.2949E+16,44046.15609,44046.15609,12.09949074,12.09967159,2,5,1,0
a28176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a25856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a11513,0,21,30,4.51306E+19,4.25383E+19,1.4E+19,4.542E+17,2.14908E+18,4.08E+18,1E+17,1.41794E+18,0,0,441000,797200,1.28969E+16,43984.95126,30789.46588,1.708433642,2.295690972,19,4,0,0
a19799,0,1,0,0,0,0,0,0,0,0,0,1,0,140000,0,1.4E+15,43956.05329,0,0,0,1,0,1,0
a23811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a18023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a15462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a07520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a03920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a04909,0,0,1,0,6E+15,0,0,0,6E+15,6E+15,6E+15,0,0,0,21000,0,0,0,0,0,0,1,0,0
a06826,0,6,5,2.93034E+17,2.30994E+17,1E+17,1E+16,4.88389E+16,1E+17,8E+15,4.61987E+16,0,0,659213,109200,1.74463E+16,43999.74284,52799.69141,2.924930556,3.410375,4,3,0,0
a12205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20131,0,1,1,3.93695E+16,4.01204E+16,3.93695E+16,3.93695E+16,3.93695E+16,4.01204E+16,4.01204E+16,4.01204E+16,0,0,21000,90000,3.15E+14,43981.02501,43981.02501,0,0,1,1,0,0
a31248,0,2,2,0,1.5E+16,0,0,0,7.5E+15,7.5E+15,7.5E+15,2,0,160000,160000,4E+15,44007.38997,44007.38997,0.00427662,0,1,1,1,0
